State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield_calc,StateCrop_Yield,Crop_Yield,State_Yield,Yield_filled,StateCrop_ProdMed,Crop_ProdMed,Soil_N,Soil_P,Soil_K,Soil_pH,Avg_Temperature,Avg_Rainfall,Fertilizer_avg
Uttar Pradesh,MUZAFFARNAGAR,2014,Summer     ,Banana,9.0,406.0,45.11111111111112,41.01810472496587,27.0647554022918,5.284643939921241,45.11111111111112,381.0,12176.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Karnataka,BANGALORE RURAL,2008,Rabi       ,Potato,902.0,16522.0,18.317073170731707,11.374685298567336,12.867024552196662,4.431194149038202,18.317073170731707,783.0,6437.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,GHAZIABAD,2010,Kharif     ,Jowar,15.0,12.0,0.8,0.9845657070826797,1.0485824674144602,5.284643939921241,0.8,1221.0,2000.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Gujarat,BANAS KANTHA,2001,Kharif     ,Urad,3600.0,2000.0,0.5555555555555556,0.6106650415796285,0.4939117268066479,5.716670782386032,0.5555555555555556,1650.0,366.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Bihar,KAIMUR (BHABUA),2010,Whole Year ,Sugarcane,317.0,7848.0,24.757097791798103,44.55096101173535,195.00339749260365,3.5098138321437378,24.757097791798103,16737.0,35918.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Rajasthan,JODHPUR,2005,Rabi       ,Gram,203.0,90.0,0.4433497536945813,0.8336681373628622,0.8303025294087651,2.841470917538227,0.4433497536945813,13120.5,1167.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Assam,DHUBRI,1997,Kharif     ,Cotton(lint),13.0,6.0,0.4615384615384615,0.4790620376552003,2.06329035586432,148.63046809629688,0.4615384615384615,5.0,3000.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Chhattisgarh,KORBA,2002,Rabi       ,Gram,296.0,162.0,0.5472972972972973,0.858411341205754,0.8303025294087651,2.179585843837308,0.5472972972972973,857.5,1167.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Haryana,HISAR,2008,Kharif     ,Castor seed,372.0,400.0,1.075268817204301,0.7612509623617505,0.6944748376225908,7.055328563697207,1.075268817204301,100.0,54.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Assam,KARBI ANGLONG,2014,Whole Year ,Onion,269.0,680.0,2.527881040892193,2.56925259297572,11.855243341752963,148.63046809629688,2.527881040892193,535.5,1718.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Assam,HAILAKANDI,2011,Rabi       ,Sweet potato,45.0,151.0,3.355555555555556,3.727005362351702,8.848028918114029,148.63046809629688,3.355555555555556,648.5,446.5,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Madhya Pradesh,NEEMUCH,2007,Kharif     ,Soyabean,120327.0,91381.0,0.7594388624332029,0.9093331531612152,1.0482759615533,3.0630599393633173,0.7594388624332029,51546.5,1219.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,MUZAFFARNAGAR,2008,Kharif     ,Dry chillies,206.0,205.0,0.9951456310679612,0.8936770112661948,1.3724756322107716,5.284643939921241,0.9951456310679612,61.0,259.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Assam,KARBI ANGLONG,2004,Kharif     ,Castor seed,556.0,225.0,0.4046762589928057,0.4630782241798031,0.6944748376225908,148.63046809629688,0.4046762589928057,8.0,54.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Madhya Pradesh,DEWAS,2011,Whole Year ,Garlic,6785.0,22807.0,3.36138540899042,3.0149603235183347,3.3202522921268884,3.0630599393633173,3.36138540899042,255.0,162.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Madhya Pradesh,SHEOPUR,2002,Rabi       ,Linseed,139.0,35.0,0.2517985611510791,0.5817093148021737,0.521592271062905,3.0630599393633173,0.2517985611510791,563.5,146.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,UNNAO,2014,Kharif     ,Maize,23550.0,33182.0,1.4090021231422505,1.649652429717653,2.632769546182174,5.284643939921241,1.4090021231422505,501.5,2280.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Karnataka,HAVERI,2010,Kharif     ,Sunflower,519.0,225.0,0.4335260115606936,0.6317265530502609,0.9442332582244164,4.431194149038202,0.4335260115606936,1328.5,180.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
West Bengal,BARDHAMAN,2006,Whole Year ,Dry chillies,2472.0,3551.0,1.4364886731391586,1.0303522535081988,1.3724756322107716,53.334813198966046,1.4364886731391586,1902.0,259.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Bihar,MADHUBANI,1997,Rabi       ,Sunflower,7.0,4.0,0.5714285714285714,1.2846128962908845,0.9442332582244164,3.5098138321437378,0.5714285714285714,54.0,180.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Madhya Pradesh,DATIA,1998,Kharif     ,Groundnut,5200.0,4700.0,0.903846153846154,1.0893632578700738,1.195073612498296,3.0630599393633173,0.903846153846154,534.0,929.5,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,KANPUR NAGAR,2001,Kharif     ,Urad,16868.0,7955.0,0.4716030353331752,0.5414319086711555,0.4939117268066479,5.284643939921241,0.4716030353331752,306.0,366.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Madhya Pradesh,SAGAR,2001,Kharif     ,Other Kharif pulses,16169.0,4675.0,0.2891335271197971,0.3163511623570118,0.5018184584625873,3.0630599393633173,0.2891335271197971,514.0,200.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Chhattisgarh,JASHPUR,2002,Rabi       ,Rapeseed &Mustard,4947.0,1807.0,0.3652718819486557,0.4144271474288246,0.770264534393519,2.179585843837308,0.3652718819486557,634.5,1175.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Bihar,NALANDA,2005,Kharif     ,Sesamum,29.0,26.0,0.896551724137931,0.752569788544572,0.4590431056554762,3.5098138321437378,0.896551724137931,32.0,161.1,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Tripura,SEPAHIJALA,2013,Rabi       ,Moong(Green Gram),24.0,12.0,0.5,0.5464162315290296,0.4524345180236346,4.740502046192847,0.5,40.0,129.75,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Assam,LAKHIMPUR,2005,Kharif     ,Cotton(lint),15.0,6.0,0.4,0.4790620376552003,2.06329035586432,148.63046809629688,0.4,5.0,3000.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,SANT RAVIDAS NAGAR,2006,Whole Year ,Guar seed,67.0,56.0,0.835820895522388,0.8320884218443647,0.9801801605555006,5.284643939921241,0.835820895522388,22.0,95.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,GONDA,2004,Kharif     ,Rice,137035.0,219000.0,1.5981318641223046,2.077233842700008,1.9950137908624688,5.284643939921241,1.5981318641223046,96080.0,30519.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Andhra Pradesh,KRISHNA,2011,Rabi       ,Onion,25.0,640.0,25.6,17.06626018813472,11.855243341752963,195.1385872414976,25.6,4123.5,1718.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Tamil Nadu,VELLORE,2011,Whole Year ,Arhar/Tur,10392.0,8029.0,0.7726135488837568,0.7007633714132211,0.7974428418740613,65.28759321060127,0.7726135488837568,535.5,878.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Karnataka,GADAG,2010,Rabi       ,Sunflower,26734.0,12839.0,0.4802498690805715,0.6317265530502609,0.9442332582244164,4.431194149038202,0.4802498690805715,1328.5,180.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Tamil Nadu,NAGAPATTINAM,1997,Whole Year ,Cashewnut,438.0,280.0,0.639269406392694,28.01075539169325,9.675757720017115,65.28759321060127,0.639269406392694,140.0,287.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,MAHARAJGANJ,1998,Kharif     ,Ragi,1.0,1.0,1.0,1.448050038414451,1.1980698919278736,5.284643939921241,1.0,9.0,311.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Rajasthan,DUNGARPUR,2009,Whole Year ,Coriander,2.0,2.0,1.0,0.9741913314431528,0.4983162642888148,2.841470917538227,1.0,20.0,36.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Karnataka,DHARWAD,2011,Rabi       ,Sunflower,5852.0,2918.0,0.498632946001367,0.6317265530502609,0.9442332582244164,4.431194149038202,0.498632946001367,1328.5,180.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,RAE BARELI,2011,Summer     ,Maize,1.0,2.0,2.0,1.649652429717653,2.632769546182174,5.284643939921241,2.0,501.5,2280.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Odisha,ANUGUL,2003,Kharif     ,Horse-gram,4991.0,1312.6,0.2629933880985774,0.2958863472270738,0.4537460906906151,3.7254598899869418,0.2629933880985774,375.85,300.35,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Karnataka,KOLAR,2012,Kharif     ,Rapeseed &Mustard,289.0,85.0,0.2941176470588235,0.2642344442580217,0.770264534393519,4.431194149038202,0.2941176470588235,31.0,1175.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Assam,DIBRUGARH,2002,Whole Year ,Sweet potato,105.0,230.0,2.1904761904761907,3.727005362351702,8.848028918114029,148.63046809629688,2.1904761904761907,648.5,446.5,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Karnataka,MYSORE,2004,Whole Year ,Coconut ,19404.0,523519.92,26.98,8.424818152580027,4040.4035677449738,4.431194149038202,26.98,21242.97,224100.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Bihar,BANKA,2012,Kharif     ,Other Kharif pulses,18.0,18.0,1.0,0.6658872937614913,0.5018184584625873,3.5098138321437378,1.0,31.0,200.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,SIDDHARTH NAGAR,2011,Kharif     ,Arhar/Tur,2058.0,1539.0,0.7478134110787172,0.9269608516080262,0.7974428418740613,5.284643939921241,0.7478134110787172,3013.0,878.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Nagaland,MOKOKCHUNG,2012,Rabi       ,Gram,70.0,50.0,0.7142857142857143,0.8705889469275218,0.8303025294087651,3.4468613601941214,0.7142857142857143,60.0,1167.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Bihar,BUXAR,2003,Kharif     ,Sunflower,29.0,36.0,1.2413793103448276,1.2846128962908845,0.9442332582244164,3.5098138321437378,1.2413793103448276,54.0,180.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Bihar,MADHUBANI,2002,Rabi       ,Barley,86.0,99.0,1.1511627906976745,1.1898616019894497,1.8228683655922115,3.5098138321437378,1.1511627906976745,223.0,1287.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,JALAUN,2007,Kharif     ,Urad,17300.0,4187.0,0.2420231213872832,0.5414319086711555,0.4939117268066479,5.284643939921241,0.2420231213872832,306.0,366.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Puducherry,PONDICHERRY,2002,Kharif     ,Rice,16931.0,47982.0,2.8339731852814363,2.8359721772627964,1.9950137908624688,763.5964150304675,2.8339731852814363,8393.0,30519.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Karnataka,CHIKMAGALUR,2003,Kharif     ,Sesamum,1075.0,449.0,0.4176744186046511,0.4952245457690226,0.4590431056554762,4.431194149038202,0.4176744186046511,521.0,161.1,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Odisha,RAYAGADA,2014,Summer     ,Rice,5000.0,15000.0,3.0,1.5338528413213683,1.9950137908624688,3.7254598899869418,3.0,42000.0,30519.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Bihar,JEHANABAD,2008,Rabi       ,Rapeseed &Mustard,201.0,230.0,1.144278606965174,0.9687546864275316,0.770264534393519,3.5098138321437378,1.144278606965174,1519.0,1175.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Dry chillies,2322.0,2903.0,1.2502153316106803,2.930605585314144,1.3724756322107716,195.1385872414976,1.2502153316106803,3850.5,259.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Madhya Pradesh,SEONI,2003,Whole Year ,Potato,695.0,13677.0,19.67913669064748,12.31117344036808,12.867024552196662,3.0630599393633173,19.67913669064748,5191.0,6437.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,CHITRAKOOT,1999,Whole Year ,Sugarcane,323.0,16113.0,49.88544891640867,52.42683292974201,195.00339749260365,5.284643939921241,49.88544891640867,380766.0,35918.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,ETAWAH,2009,Kharif     ,Sannhamp,4.0,1.0,0.25,0.3238048028002778,1.2003096819750307,5.284643939921241,0.25,7.0,20.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Karnataka,TUMKUR,2008,Whole Year ,Cashewnut,130.0,79.92,0.6147692307692307,0.7885871117033839,9.675757720017115,4.431194149038202,0.6147692307692307,79.96000000000001,287.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Maharashtra,PUNE,2008,Kharif     ,Moong(Green Gram),3900.0,1700.0,0.4358974358974359,0.5154806384760625,0.4524345180236346,4.367612637199205,0.4358974358974359,2700.0,129.75,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Tamil Nadu,TIRUNELVELI,1997,Kharif     ,Horse-gram,691.0,350.0,0.5065123010130246,0.4629015713808253,0.4537460906906151,65.28759321060127,0.5065123010130246,161.5,300.35,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Rajasthan,KOTA,1999,Rabi       ,Peas & beans (Pulses),412.0,882.0,2.1407766990291264,1.706447659194195,1.266965015376684,2.841470917538227,2.1407766990291264,104.0,340.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,LALITPUR,2001,Rabi       ,Moong(Green Gram),377.0,190.0,0.5039787798408488,0.4915872239056185,0.4524345180236346,5.284643939921241,0.5039787798408488,43.0,129.75,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,AZAMGARH,2012,Rabi       ,Potato,5072.0,125633.0,24.76991324921136,20.89612272362901,12.867024552196662,5.284643939921241,24.76991324921136,72455.0,6437.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Assam,KOKRAJHAR,2002,Kharif     ,Cotton(lint),10.0,4.0,0.4,0.4790620376552003,2.06329035586432,148.63046809629688,0.4,5.0,3000.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,BARABANKI,2009,Rabi       ,Turmeric,3.0,10.0,3.333333333333333,2.548797752721263,2.755895142489236,5.284643939921241,3.333333333333333,14.0,125.5,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,DEORIA,2007,Rabi       ,Maize,853.0,2332.0,2.733880422039859,1.649652429717653,2.632769546182174,5.284643939921241,2.733880422039859,501.5,2280.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,AGRA,2004,Whole Year ,Dry chillies,109.0,102.0,0.9357798165137616,0.8936770112661948,1.3724756322107716,5.284643939921241,0.9357798165137616,61.0,259.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Bihar,JAMUI,2002,Rabi       ,Gram,1613.0,1413.0,0.8760074395536268,0.9945785920003282,0.8303025294087651,3.5098138321437378,0.8760074395536268,789.0,1167.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,BAHRAICH,2005,Whole Year ,Guar seed,36.0,29.0,0.8055555555555556,0.8320884218443647,0.9801801605555006,5.284643939921241,0.8055555555555556,22.0,95.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Madhya Pradesh,HOSHANGABAD,2009,Whole Year ,Sannhamp,2.0,1.0,0.5,1.5756996918973991,1.2003096819750307,3.0630599393633173,0.5,56.0,20.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Tamil Nadu,THE NILGIRIS,1999,Whole Year ,Tapioca,2482.0,88075.0,35.48549556809025,37.19568288040352,18.773411831919635,65.28759321060127,35.48549556809025,9789.0,2000.5,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,HAMIRPUR,2008,Kharif     ,Guar seed,8.0,7.0,0.875,0.8320884218443647,0.9801801605555006,5.284643939921241,0.875,22.0,95.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Madhya Pradesh,UMARIA,2006,Rabi       ,Other  Rabi pulses,5.0,2.0,0.4,0.4223054663906032,0.6386757145414873,3.0630599393633173,0.4,969.5,141.55,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Bihar,SAMASTIPUR,2010,Summer     ,Maize,12351.0,56046.0,4.537770221034734,2.723550163318309,2.632769546182174,3.5098138321437378,4.537770221034734,6856.5,2280.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,HAMIRPUR,2008,Rabi       ,Barley,2685.0,2524.0,0.9400372439478584,2.184347656664188,1.8228683655922115,5.284643939921241,0.9400372439478584,2964.0,1287.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Meghalaya,WEST GARO HILLS,2013,Whole Year ,Arecanut,4505.0,9245.0,2.052164261931188,1.2442168984829096,2.163931621075091,2.956008699088481,2.052164261931188,1240.0,1506.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Uttar Pradesh,AMROHA,1998,Kharif     ,Jowar,100.0,80.0,0.8,0.9845657070826797,1.0485824674144602,5.284643939921241,0.8,1221.0,2000.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
Haryana,REWARI,2008,Kharif     ,Maize,1.0,1.6151932419999284,,1.6151932419999284,2.632769546182174,7.055328563697207,1.6151932419999284,71.06850264799685,2280.0,69.5229002604561,20.708193612463205,17.806268027266597,6.469480065256364,25.616243851779544,103.46365541576816,66.4874331640777
